Crop,Year,Season,State,Area,Production,Rainfall,Yield,season_code,crop_code
Maize,2009,Rabi,Uttarakhand,63.0,103,847.8,1.6,2,0
Onion,2009,Whole Year,Uttarakhand,2158.0,9211,847.8,4.625833333,4,1
Rice,2009,Kharif,Uttarakhand,270608.0,551716,847.8,1.613846154,1,2
Rice,2009,Rabi,Uttarakhand,13775.0,39300,847.8,2.85,2,2
Wheat,2009,Rabi,Uttarakhand,372846.0,829319,847.8,1.674615385,2,3
Maize,2009,Autumn,Jharkhand,60448.0,54087,996.1,0.947916667,0,0
Onion,2009,Rabi,Jharkhand,2948.0,12878,996.1,4.763809524,2,1
Rice,2009,Autumn,Jharkhand,157262.0,87970,996.1,0.515217391,0,2
Rice,2009,Winter,Jharkhand,825787.0,504508,996.1,0.58625,5,2
Wheat,2009,Rabi,Jharkhand,52510.0,61618,996.1,1.314166667,2,3
Maize,2009,Autumn,West Bengal,36330.0,79299,1317.2,1.94,0,0
Maize,2009,Rabi,West Bengal,23585.0,132526,1317.2,3.632727273,2,0
Maize,2009,Summer,West Bengal,37801.0,173394,1317.2,2.912352941,3,0
Rice,2009,Autumn,West Bengal,214062.0,466766,1317.2,2.095,0,2
Rice,2009,Summer,West Bengal,1429703.0,4275871,1317.2,2.79,3,2
Rice,2009,Winter,West Bengal,3986330.0,9597968,1317.2,2.346111111,5,2
Wheat,2009,Rabi,West Bengal,315888.0,846657,1317.2,2.401764706,2,3
Maize,2009,Whole Year,Madhya Pradesh,812456.0,1018820,904.1,1.0752,4,0
Onion,2009,Whole Year,Madhya Pradesh,51151.0,785475,904.1,13.143,4,1
Rice,2009,Whole Year,Madhya Pradesh,1593071.0,1355660,904.1,0.906041667,4,2
Wheat,2009,Whole Year,Madhya Pradesh,4458995.0,8865378,904.1,1.8538,4,3
Maize,2010,Autumn,Bihar,234466.0,468518,629.2,1.910789474,0,0
Maize,2010,Rabi,Bihar,237723.0,922285,629.2,3.635882353,2,0
Maize,2010,Summer,Bihar,181513.0,717393,629.2,3.725135135,3,0
Rice,2010,Autumn,Bihar,495218.0,444042,629.2,0.919642857,0,2
Rice,2010,Summer,Bihar,84465.0,163031,629.2,1.827916667,3,2
Rice,2010,Winter,Bihar,2265685.0,2505545,629.2,0.979210526,5,2
Wheat,2010,Rabi,Bihar,2100181.0,5094030,629.2,2.282631579,2,3
Maize,2010,Kharif,Chhattisgarh,104861.0,190489,1283.1,1.733888889,1,0
Onion,2010,Whole Year,Chhattisgarh,4984.0,26101,1283.1,5.32625,4,1
Rice,2010,Kharif,Chhattisgarh,3937796.0,6637737,1283.1,1.702222222,1,2
Wheat,2010,Rabi,Chhattisgarh,103701.0,121745,1283.1,1.395882353,2,3
Maize,2010,Kharif,Gujarat,422500.0,692100,1107.5,1.692631579,1,0
Maize,2010,Rabi,Gujarat,110000.0,220000,1107.5,1.882307692,2,0
Maize,2010,Summer,Gujarat,33000.0,66000,1107.5,2.00125,3,0
Onion,2010,Whole Year,Gujarat,67100.0,1847900,1107.5,26.0365,4,1
Rice,2010,Kharif,Gujarat,728300.0,1423800,1107.5,1.8275,1,2
Rice,2010,Summer,Gujarat,79800.0,242000,1107.5,2.987777778,3,2
Wheat,2010,Rabi,Gujarat,1588600.0,5013400,1107.5,3.0388,2,3
Maize,2010,Kharif,Haryana,9662.0,19000,639.2,0.8175,1,0
Onion,2010,Whole Year,Haryana,2150.0,43800,639.2,19.95642857,4,1
Rice,2010,Kharif,Haryana,1243281.0,3465000,639.2,2.561428571,1,2
Wheat,2010,Rabi,Haryana,2503963.0,11578000,639.2,4.483333333,2,3
Maize,2010,Kharif,Himachal Pradesh,281664.0,641530,1319.8,2.593333333,1,0
Rice,2010,Kharif,Himachal Pradesh,75426.0,110238,1319.8,1.561818182,1,2
Wheat,2010,Rabi,Himachal Pradesh,346936.0,534707,1319.8,1.539166667,2,3
Maize,2010,Kharif,Madhya Pradesh,837865.0,1332205,856.3,1.3712,1,0
Onion,2010,Whole Year,Madhya Pradesh,56243.0,902250,856.3,14.7518,4,1
Rice,2010,Kharif,Madhya Pradesh,1573535.0,1766596,856.3,1.211666667,1,2
Wheat,2010,Rabi,Madhya Pradesh,4633125.0,9219781,856.3,1.8744,2,3
Maize,2010,Kharif,Maharashtra,730600.0,2208900,1389.0,2.230769231,1,0
Maize,2010,Rabi,Maharashtra,137600.0,361800,1389.0,2.514,2,0
Maize,2010,Summer,Maharashtra,22300.0,31300,1389.0,1.26,3,0
Rice,2010,Kharif,Maharashtra,1486200.0,2625100,1389.0,1.3116,1,2
Rice,2010,Summer,Maharashtra,29500.0,65800,1389.0,2.388888889,3,2
Wheat,2010,Rabi,Maharashtra,1306600.0,2300800,1389.0,1.709333333,2,3
Maize,2010,Kharif,Manipur,18520.0,33510,2160.5,1.74,1,0
Maize,2010,Rabi,Manipur,3850.0,8000,2160.5,2.051111111,2,0
Rice,2010,Kharif,Manipur,212680.0,480240,2160.5,1.945555556,1,2
Wheat,2010,Rabi,Manipur,2100.0,5250,2160.5,2.475,2,3
Maize,2010,Kharif,Mizoram,8721.0,13055,2738.7,1.62125,1,0
Maize,2010,Rabi,Mizoram,284.0,445,2738.7,2.362,2,0
Onion,2010,Rabi,Mizoram,3.0,9,2738.7,3.0,2,1
Rice,2010,Autumn,Mizoram,28562.0,26499,2738.7,0.92625,0,2
Rice,2010,Kharif,Mizoram,12123.0,20697,2738.7,1.495,1,2
Rice,2010,Rabi,Mizoram,7.0,6,2738.7,0.86,2,2
Maize,2010,Kharif,Nagaland,63430.0,124200,1771.8,1.958181818,1,0
Maize,2010,Rabi,Nagaland,5000.0,9800,1771.8,1.956666667,2,0
Rice,2010,Kharif,Nagaland,180060.0,378210,1771.8,2.051818182,1,2
Rice,2010,Rabi,Nagaland,1330.0,3150,1771.8,2.38,2,2
Wheat,2010,Rabi,Nagaland,3120.0,5340,1771.8,1.712222222,2,3
Maize,2010,Kharif,Punjab,133000.0,491000,392.7,3.710909091,1,0
Rice,2010,Kharif,Punjab,2831000.0,10837000,392.7,3.834,1,2
Wheat,2010,Rabi,Punjab,3510000.0,16472000,392.7,4.6485,2,3
Maize,2010,Kharif,Tamil Nadu,230489.0,1027536,1095.2,4.527857143,1,0
Rice,2010,Kharif,Tamil Nadu,1905726.0,5792415,1095.2,3.597419355,1,2
Maize,2010,Kharif,Tripura,3101.0,4104,2348.3,1.3325,1,0
Rice,2010,Kharif,Tripura,264558.0,702473,2348.3,2.5725,1,2
Wheat,2010,Rabi,Tripura,316.0,637,2348.3,2.02,2,3
Maize,2010,Kharif,Uttar Pradesh,718026.0,1052727,742.6,1.40915493,1,0
Maize,2010,Rabi,Uttar Pradesh,5492.0,16498,742.6,3.0012,2,0
Maize,2010,Summer,Uttar Pradesh,30204.0,44279,742.6,1.469285714,3,0
Onion,2010,Rabi,Uttar Pradesh,9830.0,180951,742.6,18.39901408,2,1
Rice,2010,Kharif,Uttar Pradesh,5631949.0,11938078,742.6,2.052916667,1,2
Rice,2010,Summer,Uttar Pradesh,25121.0,54221,742.6,2.032222222,3,2
Wheat,2010,Rabi,Uttar Pradesh,9636540.0,30000632,742.6,3.077222222,2,3
Maize,2010,Kharif,Uttarakhand,26193.0,40494,1419.0,1.386153846,1,0
Maize,2010,Rabi,Uttarakhand,64.0,130,1419.0,1.896666667,2,0
Onion,2010,Whole Year,Uttarakhand,2230.0,11814,1419.0,5.695833333,4,1
Rice,2010,Kharif,Uttarakhand,270416.0,495083,1419.0,1.540769231,1,2
Rice,2010,Rabi,Uttarakhand,15277.0,50503,1419.0,2.25,2,2
Wheat,2010,Rabi,Uttarakhand,371225.0,882920,1419.0,1.863846154,2,3
Maize,2010,Kharif,Jammu and Kashmir,308215.0,527690,1352.0,1.5675,1,0
Onion,2010,Kharif,Jammu and Kashmir,187.0,166,1352.0,0.984285714,1,1
Onion,2010,Rabi,Jammu and Kashmir,462.0,1110,1352.0,2.207142857,2,1
Rice,2010,Kharif,Jammu and Kashmir,261347.0,507404,1352.0,1.874,1,2
Wheat,2010,Rabi,Jammu and Kashmir,286777.0,442706,1352.0,1.468,2,3
Onion,2010,Rabi,Jharkhand,3026.0,17427,694.6,6.59,2,1
Wheat,2010,Rabi,Jharkhand,49596.0,54110,694.6,1.091666667,2,3
Maize,2010,Autumn,West Bengal,32295.0,83580,1096.0,2.453846154,0,0
Maize,2010,Rabi,West Bengal,17229.0,84356,1096.0,3.234545455,2,0
Maize,2010,Summer,West Bengal,39124.0,184380,1096.0,2.883529412,3,0
Rice,2010,Autumn,West Bengal,212132.0,453439,1096.0,2.081666667,0,2
Rice,2010,Summer,West Bengal,1369892.0,4506848,1096.0,3.123888889,3,2
Rice,2010,Winter,West Bengal,3362122.0,8429323,1096.0,2.487222222,5,2
Wheat,2010,Rabi,West Bengal,316808.0,874415,1096.0,2.496666667,2,3
Maize,2011,Autumn,Bihar,263936.0,622416,1097.1,2.402432432,0,0
Maize,2011,Rabi,Bihar,239586.0,1098173,1097.1,4.221764706,2,0
Maize,2011,Summer,Bihar,193311.0,836474,1097.1,4.129166667,3,0
Rice,2011,Autumn,Bihar,570397.0,914228,1097.1,1.546774194,0,2
Rice,2011,Summer,Bihar,96160.0,182628,1097.1,1.736190476,3,2
Rice,2011,Winter,Bihar,2684379.0,7141115,1097.1,2.491578947,5,2
Wheat,2011,Rabi,Bihar,2141892.0,6530955,1097.1,3.028684211,2,3
Maize,2011,Kharif,Chhattisgarh,107435.0,177805,1302.7,1.542592593,1,0
Onion,2011,Whole Year,Chhattisgarh,5284.0,27352,1302.7,4.764782609,4,1
Rice,2011,Kharif,Chhattisgarh,3939826.0,6300825,1302.7,1.527777778,1,2
Wheat,2011,Rabi,Chhattisgarh,104825.0,135121,1302.7,1.512,2,3
Maize,2011,Kharif,Gujarat,387000.0,539400,890.5,1.466,1,0
Maize,2011,Rabi,Gujarat,106100.0,199900,890.5,2.026363636,2,0
Maize,2011,Summer,Gujarat,22800.0,47300,890.5,1.792857143,3,0
Onion,2011,Rabi,Gujarat,63600.0,1860500,890.5,24.66956522,2,1
Onion,2011,Summer,Gujarat,9200.0,258600,890.5,26.965,3,1
Rice,2011,Kharif,Gujarat,751300.0,1521800,890.5,1.951666667,1,2
Rice,2011,Summer,Gujarat,84200.0,267900,890.5,3.122222222,3,2
Wheat,2011,Rabi,Gujarat,1350600.0,4072100,890.5,3.01,2,3
Maize,2011,Kharif,Haryana,11045.0,30000,471.5409091,1.145,1,0
Onion,2011,Whole Year,Haryana,1860.0,32400,471.5409091,16.7075,4,1
Rice,2011,Kharif,Haryana,1234094.0,3574300,471.5409091,2.63047619,1,2
Wheat,2011,Rabi,Haryana,2531302.0,13119000,471.5409091,5.031904762,2,3
Maize,2011,Kharif,Himachal Pradesh,290241.0,612701,1108.3,2.435,1,0
Onion,2011,Rabi,Himachal Pradesh,724.0,6262,1108.3,9.198,2,1
Rice,2011,Kharif,Himachal Pradesh,75043.0,108648,1108.3,1.545454545,1,2
Wheat,2011,Rabi,Himachal Pradesh,345182.0,506782,1108.3,1.423333333,2,3
Maize,2011,Kharif,Madhya Pradesh,848894.0,1316635,852.6,1.111428571,1,0
Onion,2011,Whole Year,Madhya Pradesh,67857.0,1267840,852.6,17.7412,4,1
Rice,2011,Kharif,Madhya Pradesh,1693231.0,2273045,852.6,1.400416667,1,2
Wheat,2011,Rabi,Madhya Pradesh,5248479.0,14537038,852.6,2.5908,2,3
Maize,2011,Kharif,Maharashtra,736200.0,2126700,1174.095455,2.101851852,1,0
Maize,2011,Rabi,Maharashtra,116200.0,294500,1174.095455,2.656666667,2,0
Maize,2011,Summer,Maharashtra,24900.0,36400,1174.095455,1.311666667,3,0
Rice,2011,Kharif,Maharashtra,1516400.0,2784600,1174.095455,1.319642857,1,2
Rice,2011,Summer,Maharashtra,27800.0,64300,1174.095455,2.427777778,3,2
Wheat,2011,Rabi,Maharashtra,878100.0,1498800,1174.095455,1.646666667,2,3
Maize,2011,Kharif,Manipur,20000.0,35500,1533.561905,1.696666667,1,0
Maize,2011,Rabi,Manipur,4850.0,10500,1533.561905,2.156666667,2,0
Rice,2011,Kharif,Manipur,223670.0,591000,1533.561905,2.34,1,2
Wheat,2011,Rabi,Manipur,2150.0,5370,1533.561905,2.473333333,2,3
Maize,2011,Kharif,Mizoram,6696.0,8130,2439.340909,1.32,1,0
Maize,2011,Rabi,Mizoram,209.0,268,2439.340909,1.326666667,2,0
Onion,2011,Rabi,Mizoram,2.0,8,2439.340909,4.0,2,1
Rice,2011,Autumn,Mizoram,25826.0,26644,2439.340909,1.04125,0,2
Rice,2011,Kharif,Mizoram,12700.0,25304,2439.340909,2.03125,1,2
Rice,2011,Rabi,Mizoram,450.0,947,2439.340909,2.3775,2,2
Maize,2011,Kharif,Nagaland,63500.0,124460,1544.354545,1.954545455,1,0
Maize,2011,Rabi,Nagaland,5020.0,9840,1544.354545,1.956666667,2,0
Rice,2011,Kharif,Nagaland,179050.0,376390,1544.354545,2.049090909,1,2
Rice,2011,Rabi,Nagaland,2530.0,5990,1544.354545,2.34,2,2
Wheat,2011,Rabi,Nagaland,3150.0,5390,1544.354545,1.711111111,2,3
Maize,2011,Kharif,Punjab,126000.0,502000,705.2,4.359090909,1,0
Rice,2011,Kharif,Punjab,2818000.0,10542000,705.2,3.7495,1,2
Wheat,2011,Rabi,Punjab,3528000.0,17982000,705.2,5.0675,2,3
Maize,2011,Kharif,Tripura,3743.0,5058,2295.609091,1.3375,1,0
Rice,2011,Kharif,Tripura,265999.0,718304,2295.609091,2.63,1,2
Wheat,2011,Rabi,Tripura,274.0,536,2295.609091,1.9375,2,3
Maize,2011,Kharif,Uttar Pradesh,745217.0,1232077,777.4,1.535352113,1,0
Maize,2011,Rabi,Uttar Pradesh,8864.0,21143,777.4,2.371153846,2,0
Maize,2011,Summer,Uttar Pradesh,33320.0,55078,777.4,1.666065574,3,0
Onion,2011,Rabi,Uttar Pradesh,11464.0,262239,777.4,22.87569444,2,1
Onion,2011,Summer,Uttar Pradesh,13138.0,142324,777.4,10.79070423,3,1
Rice,2011,Kharif,Uttar Pradesh,5922643.0,13962896,777.4,2.294444444,1,2
Rice,2011,Summer,Uttar Pradesh,23642.0,59496,777.4,2.335909091,3,2
Wheat,2011,Rabi,Uttar Pradesh,9731150.0,31892480,777.4,3.253333333,2,3
Maize,2011,Kharif,Uttarakhand,25472.0,38284,1564.7,1.37,1,0
Maize,2011,Summer,Uttarakhand,47.0,94,1564.7,1.873333333,3,0
Onion,2011,Whole Year,Uttarakhand,2149.0,11529,1564.7,5.808461538,4,1
Rice,2011,Kharif,Uttarakhand,261319.0,544497,1564.7,1.684615385,1,2
Rice,2011,Summer,Uttarakhand,13680.0,45267,1564.7,3.31,3,2
Wheat,2011,Rabi,Uttarakhand,355549.0,864836,1564.7,1.873076923,2,3
Maize,2011,Autumn,Jharkhand,65931.0,92140,1374.7,1.34625,0,0
Onion,2011,Rabi,Jharkhand,3184.0,20676,1374.7,6.4995,2,1
Rice,2011,Autumn,Jharkhand,150654.0,126012,1374.7,0.79173913,0,2
Rice,2011,Winter,Jharkhand,832047.0,1250312,1374.7,1.554166667,5,2
Wheat,2011,Rabi,Jharkhand,47933.0,73657,1374.7,1.486666667,2,3
Maize,2011,Autumn,West Bengal,34052.0,77279,1686.5,2.037272727,0,0
Maize,2011,Rabi,West Bengal,22614.0,107784,1686.5,3.447272727,2,0
Maize,2011,Summer,West Bengal,41172.0,179065,1686.5,2.755555556,3,0
Rice,2011,Autumn,West Bengal,212971.0,471282,1686.5,2.072222222,0,2
Rice,2011,Summer,West Bengal,1221076.0,3875100,1686.5,3.035,3,2
Rice,2011,Winter,West Bengal,3999653.0,10259384,1686.5,2.475555556,5,2
Wheat,2011,Rabi,West Bengal,315659.0,872895,1686.5,2.49,2,3
Maize,2012,Autumn,Bihar,261039.0,926315,924.1,3.673513514,0,0
Maize,2012,Rabi,Bihar,242336.0,791005,924.1,3.189714286,2,0
Maize,2012,Summer,Bihar,189961.0,1038634,924.1,5.096756757,3,0
Rice,2012,Autumn,Bihar,540424.0,960007,924.1,1.743793103,0,2
Rice,2012,Summer,Bihar,105117.0,285835,924.1,2.396086957,3,2
Rice,2012,Winter,Bihar,2653346.0,7076168,924.1,2.567894737,5,2
Wheat,2012,Rabi,Bihar,2207704.0,6174260,924.1,2.749210526,2,3
Maize,2012,Kharif,Chhattisgarh,116839.0,225109,1366.8,1.844814815,1,0
Onion,2012,Whole Year,Chhattisgarh,5428.0,18613,1366.8,3.120416667,4,1
Rice,2012,Kharif,Chhattisgarh,3982172.0,7848401,1366.8,1.91962963,1,2
Wheat,2012,Rabi,Chhattisgarh,102230.0,143226,1366.8,1.6104,2,3
Maize,2012,Kharif,Gujarat,373200.0,625000,460.6,1.673888889,1,0
Maize,2012,Rabi,Gujarat,80600.0,157100,460.6,1.858,2,0
Maize,2012,Summer,Gujarat,4000.0,8300,460.6,1.715,3,0
Onion,2012,Rabi,Gujarat,14500.0,354200,460.6,23.321,2,1
Onion,2012,Summer,Gujarat,2200.0,55000,460.6,22.094,3,1
Rice,2012,Kharif,Gujarat,672000.0,1408100,460.6,1.98,1,2
Rice,2012,Summer,Gujarat,29100.0,89200,460.6,2.943,3,2
Wheat,2012,Rabi,Gujarat,1023500.0,2944000,460.6,2.9216,2,3
Maize,2012,Kharif,Haryana,9878.0,26000,307.9,1.236,1,0
Onion,2012,Whole Year,Haryana,2330.0,65900,307.9,25.96909091,4,1
Rice,2012,Kharif,Haryana,1206255.0,3941000,307.9,3.041,1,2
Wheat,2012,Rabi,Haryana,2496905.0,11117000,307.9,4.409047619,2,3
Maize,2012,Kharif,Himachal Pradesh,275973.0,605082,1035.0,2.4975,1,0
Onion,2012,Rabi,Himachal Pradesh,748.0,6967,1035.0,9.482,2,1
Rice,2012,Kharif,Himachal Pradesh,75380.0,111252,1035.0,1.577272727,1,2
Wheat,2012,Rabi,Himachal Pradesh,350121.0,656543,1035.0,1.894166667,2,3
Maize,2012,Kharif,Madhya Pradesh,854518.0,2380688,1049.5,2.280204082,1,0
Onion,2012,Whole Year,Madhya Pradesh,72818.0,1423301,1049.5,19.753,4,1
Rice,2012,Kharif,Madhya Pradesh,1791157.0,3106146,1049.5,1.631041667,1,2
Wheat,2012,Rabi,Madhya Pradesh,5601025.0,16510524,1049.5,2.8566,2,3
Maize,2012,Kharif,Maharashtra,688800.0,1581900,1003.4,1.825769231,1,0
Maize,2012,Rabi,Maharashtra,121000.0,229800,1003.4,1.665,2,0
Maize,2012,Summer,Maharashtra,12100.0,14700,1003.4,1.124444444,3,0
Rice,2012,Kharif,Maharashtra,1528100.0,3001640,1003.4,1.316153846,1,2
Rice,2012,Summer,Maharashtra,30900.0,76400,1003.4,2.38,3,2
Wheat,2012,Rabi,Maharashtra,785000.0,1198700,1003.4,1.461034483,2,3
Maize,2012,Kharif,Manipur,12640.0,25470,1176.7,1.998888889,1,0
Maize,2012,Rabi,Manipur,6800.0,19000,1176.7,2.796666667,2,0
Rice,2012,Kharif,Manipur,122690.0,257580,1176.7,1.937777778,1,2
Wheat,2012,Rabi,Manipur,2400.0,6000,1176.7,2.5,2,3
Maize,2012,Kharif,Mizoram,5995.2,7769,2050.2,1.375,1,0
Maize,2012,Rabi,Mizoram,180.0,295,2050.2,2.025,2,0
Rice,2012,Autumn,Mizoram,24706.0,27128,2050.2,1.095,0,2
Rice,2012,Kharif,Mizoram,14330.0,29983,2050.2,2.2925,1,2
Rice,2012,Rabi,Mizoram,306.0,589,2050.2,2.3525,2,2
Maize,2012,Kharif,Nagaland,63530.0,124580,1296.6,1.955454545,1,0
Maize,2012,Rabi,Nagaland,5140.0,10070,1296.6,1.96,2,0
Rice,2012,Kharif,Nagaland,179780.0,396230,1296.6,2.15,1,2
Rice,2012,Rabi,Nagaland,3550.0,8950,1296.6,2.52,2,2
Wheat,2012,Rabi,Nagaland,3270.0,5890,1296.6,1.797777778,2,3
Maize,2012,Kharif,Punjab,131000.0,483000,338.9,3.5125,1,0
Rice,2012,Kharif,Punjab,2849000.0,11390000,338.9,3.923636364,1,2
Wheat,2012,Rabi,Punjab,3517000.0,16614000,338.9,4.677272727,2,3
Maize,2012,Kharif,Tamil Nadu,291052.0,946363,706.8,3.498214286,1,0
Rice,2012,Kharif,Tamil Nadu,1493276.0,4050334,706.8,3.293225806,1,2
Maize,2012,Kharif,Tripura,3948.0,5177,1882.2,1.3175,1,0
Rice,2012,Kharif,Tripura,254743.0,713222,1882.2,2.78,1,2
Wheat,2012,Rabi,Tripura,334.0,827,1882.2,2.43625,2,3
Maize,2012,Kharif,Uttar Pradesh,698089.0,1289406,746.3,1.696666667,1,0
Maize,2012,Rabi,Uttar Pradesh,7261.0,22734,746.3,3.108695652,2,0
Maize,2012,Summer,Uttar Pradesh,30649.0,56607,746.3,1.849677419,3,0
Onion,2012,Rabi,Uttar Pradesh,10934.0,251513,746.3,23.00081081,2,1
Onion,2012,Summer,Uttar Pradesh,12387.0,134766,746.3,10.85549296,3,1
Rice,2012,Kharif,Uttar Pradesh,5837298.0,14353736,746.3,2.4092,1,2
Rice,2012,Summer,Uttar Pradesh,23984.0,62203,746.3,2.434761905,3,2
Wheat,2012,Rabi,Uttar Pradesh,9733617.0,31332434,746.3,3.2492,2,3
Maize,2012,Kharif,Uttarakhand,26096.0,38701,1309.8,1.387692308,1,0
Maize,2012,Summer,Uttarakhand,51.0,102,1309.8,1.453333333,3,0
Onion,2012,Whole Year,Uttarakhand,2322.0,12287,1309.8,5.809166667,4,1
Rice,2012,Kharif,Uttarakhand,255037.0,561339,1309.8,1.750769231,1,2
Rice,2012,Summer,Uttarakhand,14200.0,45552,1309.8,3.21,3,2
Wheat,2012,Rabi,Uttarakhand,349669.0,853769,1309.8,1.954615385,2,3
Maize,2012,Autumn,Jharkhand,93589.0,118472,1102.0,1.367916667,0,0
Onion,2012,Rabi,Jharkhand,3087.0,17468,1102.0,6.117826087,2,1
Rice,2012,Autumn,Jharkhand,148761.0,129693,1102.0,0.761304348,0,2
Rice,2012,Winter,Jharkhand,942310.0,1292796,1102.0,1.338333333,5,2
Wheat,2012,Rabi,Jharkhand,69336.0,128571,1102.0,1.663333333,2,3
Maize,2012,Autumn,West Bengal,40588.0,96769,1566.0,2.358,0,0
Maize,2012,Rabi,West Bengal,33709.0,157468,1566.0,3.544166667,2,0
Maize,2012,Summer,West Bengal,48715.0,207174,1566.0,2.873888889,3,0
Rice,2012,Autumn,West Bengal,205082.0,471150,1566.0,2.259444444,0,2
Rice,2012,Summer,West Bengal,1228263.0,4065052,1566.0,3.206111111,3,2
Rice,2012,Winter,West Bengal,4010973.0,10410533,1566.0,2.53,5,2
Wheat,2012,Rabi,West Bengal,321572.0,895927,1566.0,2.555,2,3
Maize,2013,Autumn,Bihar,276577.0,778209,1069.9,2.933783784,0,0
Maize,2013,Rabi,Bihar,263499.0,1199389,1069.9,4.180294118,2,0
Maize,2013,Summer,Bihar,192263.0,926639,1069.9,4.573243243,3,0
Rice,2013,Autumn,Bihar,549404.0,798676,1069.9,1.413,0,2
Rice,2013,Summer,Bihar,92207.0,215952,1069.9,2.233157895,3,2
Rice,2013,Winter,Bihar,2509203.0,5634961,1069.9,2.066842105,5,2
Wheat,2013,Rabi,Bihar,2148818.0,6134679,1069.9,2.835,2,3
Maize,2013,Kharif,Chhattisgarh,123430.0,254134,1418.3,1.981481481,1,0
Maize,2013,Rabi,Chhattisgarh,33.0,117,1418.3,3.55,2,0
Maize,2013,Summer,Chhattisgarh,127.0,233,1418.3,1.83,3,0
Onion,2013,Rabi,Chhattisgarh,87.0,1769,1418.3,20.33,2,1
Onion,2013,Summer,Chhattisgarh,90.0,1211,1418.3,13.46,3,1
Onion,2013,Whole Year,Chhattisgarh,5745.0,40905,1418.3,6.4736,4,1
Rice,2013,Kharif,Chhattisgarh,3987721.0,7102729,1418.3,1.75037037,1,2
Wheat,2013,Rabi,Chhattisgarh,105033.0,140756,1418.3,1.5332,2,3
Maize,2013,Kharif,Gujarat,333135.0,421915,1006.5,1.345,1,0
Maize,2013,Rabi,Gujarat,92747.0,196862,1006.5,2.120714286,2,0
Maize,2013,Summer,Gujarat,6541.0,13374,1006.5,1.894,3,0
Onion,2013,Rabi,Gujarat,68688.0,2095709,1006.5,30.73391304,2,1
Onion,2013,Summer,Gujarat,11011.0,312805,1006.5,27.96125,3,1
Rice,2013,Kharif,Gujarat,787300.0,1672585,1006.5,1.939411765,1,2
Rice,2013,Summer,Gujarat,33099.0,105505,1006.5,3.133636364,3,2
Wheat,2013,Rabi,Gujarat,1442288.0,4607993,1006.5,3.072,2,3
Maize,2013,Kharif,Haryana,8000.0,24000,452.2,3.2,1,0
Onion,2013,Whole Year,Haryana,30163.0,672164,452.2,22.45714286,4,1
Rice,2013,Kharif,Haryana,1244000.0,4041000,452.2,3.112,1,2
Wheat,2013,Rabi,Haryana,2499000.0,11800000,452.2,4.623809524,2,3
Maize,2013,Kharif,Himachal Pradesh,291960.0,594280,1216.9,2.336666667,1,0
Onion,2013,Rabi,Himachal Pradesh,764.0,7246,1216.9,9.466666667,2,1
Rice,2013,Kharif,Himachal Pradesh,73139.0,106899,1216.9,1.565454545,1,2
Wheat,2013,Rabi,Himachal Pradesh,415665.0,324283,1216.9,0.786666667,2,3
Maize,2013,Kharif,Madhya Pradesh,851639.0,1486110,1451.4,1.5412,1,0
Onion,2013,Whole Year,Madhya Pradesh,79260.0,1476852,1451.4,17.25431373,4,1
Rice,2013,Kharif,Madhya Pradesh,1881546.0,3321724,1451.4,1.410204082,1,2
Wheat,2013,Rabi,Madhya Pradesh,6123044.0,15722722,1451.4,2.538431373,2,3
Maize,2013,Kharif,Maharashtra,746700.0,2643900,1409.8,2.6244,1,0
Maize,2013,Rabi,Maharashtra,171600.0,443600,1409.8,2.4765,2,0
Maize,2013,Summer,Maharashtra,28200.0,36300,1409.8,1.265833333,3,0
Rice,2013,Kharif,Maharashtra,1567500.0,3016600,1409.8,1.436,1,2
Rice,2013,Summer,Maharashtra,37400.0,91690,1409.8,2.423333333,3,2
Wheat,2013,Rabi,Maharashtra,1028200.0,1480000,1409.8,1.462413793,2,3
Maize,2013,Kharif,Manipur,19590.0,42750,1428.8,2.186666667,1,0
Maize,2013,Rabi,Manipur,6310.0,15190,1428.8,2.408888889,2,0
Rice,2013,Kharif,Manipur,222800.0,597670,1428.8,2.354444444,1,2
Wheat,2013,Rabi,Manipur,2160.0,5400,1428.8,2.495,2,3
Maize,2013,Kharif,Mizoram,5618.0,7994,1848.8,1.65625,1,0
Maize,2013,Rabi,Mizoram,175.0,227,1848.8,1.4325,2,0
Rice,2013,Autumn,Mizoram,22633.0,25671,1848.8,1.10625,0,2
Rice,2013,Kharif,Mizoram,15620.0,32440,1848.8,2.1475,1,2
Rice,2013,Rabi,Mizoram,550.0,883,1848.8,1.666666667,2,2
Maize,2013,Kharif,Nagaland,63570.0,125160,1350.9,1.97,1,0
Maize,2013,Rabi,Nagaland,5210.0,10280,1350.9,1.971666667,2,0
Rice,2013,Kharif,Nagaland,185670.0,419640,1350.9,2.203636364,1,2
Rice,2013,Rabi,Nagaland,3810.0,10000,1350.9,2.633333333,2,2
Wheat,2013,Rabi,Nagaland,3000.0,5470,1350.9,1.824444444,2,3
Maize,2013,Kharif,Punjab,130000.0,507000,586.6,4.231428571,1,0
Rice,2013,Kharif,Punjab,2851000.0,11267000,586.6,3.834090909,1,2
Wheat,2013,Rabi,Punjab,3512000.0,17620000,586.6,4.936818182,2,3
Maize,2013,Kharif,Telangana,552897.0,2436849,1348.7,4.022222222,1,0
Maize,2013,Rabi,Telangana,197322.0,1074644,1348.7,5.292222222,2,0
