Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Potato,2005,Whole Year ,Meghalaya,17986,167030,3374.4,2156881.12,3777.06,7.768571429
Rice,2005,Autumn     ,Meghalaya,32678,43762,3374.4,3918745.76,6862.38,1.597142857
Rice,2005,Summer     ,Meghalaya,9791,39910,3374.4,1174136.72,2056.11,2.245
Rice,2005,Winter     ,Meghalaya,63602,124605,3374.4,7627151.84,13356.42,1.971428571
Wheat,2005,Rabi       ,Meghalaya,670,1198,3374.4,80346.4,140.7,1.306666667
Banana,2005,Whole Year ,Tamil Nadu,94648,4647635,1364.1,11350188.16,19876.08,48.51965517
Coconut ,2005,Whole Year ,Tamil Nadu,370515,4867100000,1364.1,44432158.8,77808.15,11777.93172
Cotton(lint),2005,Kharif     ,Tamil Nadu,109742,168154,1364.1,13160260.64,23045.82,1.643703704
Onion,2005,Whole Year ,Tamil Nadu,29169,233796,1364.1,3497946.48,6125.49,8.07826087
Potato,2005,Whole Year ,Tamil Nadu,5005,74593,1364.1,600199.6,1051.05,15.32
Rice,2005,Kharif     ,Tamil Nadu,2050455,5209433,1364.1,245890563.6,430595.55,2.895517241
Coconut ,2005,Whole Year ,West Bengal,24884,323525800,1650.1,2984089.28,5225.64,11972.035
Cotton(lint),2005,Kharif     ,West Bengal,1506,3857,1650.1,180599.52,316.26,2.22
Peas & beans (Pulses),2005,Rabi       ,West Bengal,13131,11504,1650.1,1574669.52,2757.51,0.936470588
Potato,2005,Whole Year ,West Bengal,354455,7462464,1650.1,42506243.6,74435.55,19.345
Rice,2005,Autumn     ,West Bengal,288129,605612,1650.1,34552429.68,60507.09,2.116111111
Rice,2005,Summer     ,West Bengal,1381957,4047038,1650.1,165724283.4,290210.97,2.767222222
Rice,2005,Winter     ,West Bengal,4112863,9858092,1650.1,493214531,863701.23,2.317222222
Wheat,2005,Rabi       ,West Bengal,366729,773514,1650.1,43978141.68,77013.09,1.953333333
Banana,2006,Kharif     ,Puducherry,305,9890,1434.5875,38951.55,67.1,22.23666667
Cotton(lint),2006,Summer     ,Puducherry,57,40,1434.5875,7279.47,12.54,0.75
Onion,2006,Rabi       ,Puducherry,1,4,1434.5875,127.71,0.22,4
Onion,2006,Summer     ,Puducherry,2,10,1434.5875,255.42,0.44,5
Rice,2006,Kharif     ,Puducherry,5010,13285,1434.5875,639827.1,1102.2,2.64
Rice,2006,Rabi       ,Puducherry,12061,33581,1434.5875,1540310.31,2653.42,4.05
Rice,2006,Summer     ,Puducherry,4574,13942,1434.5875,584145.54,1006.28,3.05
Banana,2006,Kharif     ,Meghalaya,6422,72367,2454.7,820153.62,1412.84,10.31714286
Cotton(lint),2006,Rabi       ,Meghalaya,7208,7738,2454.7,920533.68,1585.76,1.05
Potato,2006,Rabi       ,Meghalaya,18173,188202,2454.7,2320873.83,3998.06,8.212857143
Rice,2006,Autumn     ,Meghalaya,32679,44736,2454.7,4173435.09,7189.38,1.641428571
Rice,2006,Rabi       ,Meghalaya,9854,39940,2454.7,1258454.34,2167.88,2.077142857
Rice,2006,Winter     ,Meghalaya,61752,115533,2454.7,7886347.92,13585.44,1.852857143
Wheat,2006,Rabi       ,Meghalaya,656,1183,2454.7,83777.76,144.32,1.32
Banana,2006,Whole Year ,Andhra Pradesh,50286,1224106,845.2,6422025.06,11062.92,26.19809524
Coconut ,2006,Whole Year ,Andhra Pradesh,105043,1326398065,845.2,13415041.53,23109.46,11710.48222
Cotton(lint),2006,Kharif     ,Andhra Pradesh,971806,2181944,845.2,124109344.3,213797.32,2.080952381
Onion,2006,Kharif     ,Andhra Pradesh,18601,306843,845.2,2375533.71,4092.22,15.37055556
Onion,2006,Rabi       ,Andhra Pradesh,12439,272602,845.2,1588584.69,2736.58,19.59105263
Potato,2006,Whole Year ,Andhra Pradesh,3645,44728,845.2,465502.95,801.9,12.436
Rice,2006,Kharif     ,Andhra Pradesh,2640870,6949186,845.2,337265507.7,580991.4,2.689090909
Rice,2006,Rabi       ,Andhra Pradesh,1337020,4922944,845.2,170750824.2,294144.4,3.036818182
Wheat,2006,Rabi       ,Andhra Pradesh,10016,8796,845.2,1279143.36,2203.52,0.68
Banana,2006,Whole Year ,Assam,43250,598857,1774.9,5523457.5,9515,13.70814815
Coconut ,2006,Whole Year ,Assam,18595,135725000,1774.9,2374767.45,4090.9,6233.948519
Cotton(lint),2006,Kharif     ,Assam,1374,648,1774.9,175473.54,302.28,0.518461538
Onion,2006,Whole Year ,Assam,6870,16775,1774.9,877367.7,1511.4,2.384814815
Peas & beans (Pulses),2006,Rabi       ,Assam,19143,11716,1774.9,2444752.53,4211.46,0.616666667
Potato,2006,Whole Year ,Assam,77712,504557,1774.9,9924599.52,17096.64,6.657407407
Rice,2006,Autumn     ,Assam,379441,335708,1774.9,48458410.11,83477.02,1.028148148
Rice,2006,Summer     ,Assam,312471,630162,1774.9,39905671.41,68743.62,1.837037037
Rice,2006,Winter     ,Assam,1504647,1950144,1774.9,192158468.4,331022.34,1.269259259
Wheat,2006,Rabi       ,Assam,59573,67413,1774.9,7608067.83,13106.06,1.134444444
Banana,2006,Whole Year ,Karnataka,42646,851437,1146.3,5446320.66,9382.12,19.95814815
Coconut ,2006,Whole Year ,Karnataka,403671,1635839000,1146.3,51552823.41,88807.62,4164.715926
Cotton(lint),2006,Whole Year ,Karnataka,375982,536329,1146.3,48016661.22,82716.04,1.405
Onion,2006,Whole Year ,Karnataka,151289,859132,1146.3,19321118.19,33283.58,6.4348
Potato,2006,Whole Year ,Karnataka,63374,561001,1146.3,8093493.54,13942.28,12.976875
Rice,2006,Kharif     ,Karnataka,1066981,2723038,1146.3,136264143.5,234735.82,2.428148148
Rice,2006,Rabi       ,Karnataka,44063,99796,1146.3,5627285.73,9693.86,2.335333333
Rice,2006,Summer     ,Karnataka,284632,822692,1146.3,36350352.72,62619.04,2.6825
Wheat,2006,Rabi       ,Karnataka,269494,223806,1146.3,34417078.74,59288.68,0.810714286
Banana,2006,Whole Year ,Kerala,59143,463766,3429.7,7553152.53,13011.46,7.988571429
Coconut ,2006,Whole Year ,Kerala,872943,6054000000,3429.7,111483550.5,192047.46,6522.32
Cotton(lint),2006,Kharif     ,Kerala,1300,1690,3429.7,166023,286,1.3
Rice,2006,Autumn     ,Kerala,83859,191241,3429.7,10709632.89,18448.98,2.270769231
Rice,2006,Summer     ,Kerala,35946,103571,3429.7,4590663.66,7908.12,2.497857143
Rice,2006,Winter     ,Kerala,143724,346763,3429.7,18354992.04,31619.28,2.286428571
Banana,2006,Whole Year ,Tamil Nadu,105206,5637371,927.9,13435858.26,23145.32,54.02931034
Coconut ,2006,Whole Year ,Tamil Nadu,374604,5429900000,927.9,47840676.84,82412.88,13584.69138
Cotton(lint),2006,Whole Year ,Tamil Nadu,100339,220864,927.9,12814293.69,22074.58,2.281111111
Onion,2006,Whole Year ,Tamil Nadu,29587,258333,927.9,3778555.77,6509.14,8.720454545
Potato,2006,Whole Year ,Tamil Nadu,5190,77443,927.9,662814.9,1141.8,15.11333333
Rice,2006,Kharif     ,Tamil Nadu,1931397,6610607,927.9,246658710.9,424907.34,3.584827586
Coconut ,2006,Whole Year ,West Bengal,25068,359065200,1631.4,3201434.28,5514.96,13259.37833
Cotton(lint),2006,Kharif     ,West Bengal,5650,14678,1631.4,721561.5,1243,3.898571429
Peas & beans (Pulses),2006,Rabi       ,West Bengal,12495,8436,1631.4,1595736.45,2748.9,0.679411765
Potato,2006,Whole Year ,West Bengal,407941,5051962,1631.4,52098145.11,89747.02,13.35111111
Rice,2006,Autumn     ,West Bengal,283859,575294,1631.4,36251632.89,62448.98,2.001111111
Rice,2006,Summer     ,West Bengal,1401233,4520656,1631.4,178951466.4,308271.26,3.028888889
Rice,2006,Winter     ,West Bengal,4001936,9649942,1631.4,511087246.6,880425.92,2.291666667
Wheat,2006,Rabi       ,West Bengal,350621,799876,1631.4,44777807.91,77136.62,2.168888889
Banana,2007,Kharif     ,Puducherry,318,10457,1434.5875,42421.2,50.88,22.45
Coconut ,2007,Whole Year ,Puducherry,2164,26615000,1434.5875,288677.6,346.24,10937.2025
Cotton(lint),2007,Summer     ,Puducherry,66,38,1434.5875,8804.4,10.56,0.615
Onion,2007,Rabi       ,Puducherry,3,25,1434.5875,400.2,0.48,8.33
Rice,2007,Kharif     ,Puducherry,4379,12878,1434.5875,584158.6,700.64,2.986666667
Rice,2007,Rabi       ,Puducherry,11411,28051,1434.5875,1522227.4,1825.76,3.02
Rice,2007,Summer     ,Puducherry,4647,12395,1434.5875,619909.8,743.52,2.21
Banana,2007,Whole Year ,Assam,43999,606749,2154.1,5869466.6,7039.84,13.68962963
Coconut ,2007,Whole Year ,Assam,18812,147079000,2154.1,2509520.8,3009.92,7202.371852
Cotton(lint),2007,Kharif     ,Assam,1359,635,2154.1,181290.6,217.44,0.445217391
Onion,2007,Whole Year ,Assam,6697,16323,2154.1,893379.8,1071.52,2.37037037
Peas & beans (Pulses),2007,Rabi       ,Assam,22514,13800,2154.1,3003367.6,3602.24,0.624814815
Potato,2007,Whole Year ,Assam,75197,520831,2154.1,10031279.8,12031.52,6.564444444
Rice,2007,Autumn     ,Assam,354115,347992,2154.1,47238941,56658.4,1.082592593
Rice,2007,Summer     ,Assam,322889,731851,2154.1,43073392.6,51662.24,2.085925926
Rice,2007,Winter     ,Assam,1646992,2238765,2154.1,219708732.8,263518.72,1.36962963
Wheat,2007,Rabi       ,Assam,56069,70797,2154.1,7479604.6,8971.04,1.225185185
Banana,2007,Whole Year ,Karnataka,52191,922999,1323.3,6962279.4,8350.56,19.55793103
Coconut ,2007,Whole Year ,Karnataka,405328,2063855000,1323.3,54070755.2,64852.48,5079.793793
Cotton(lint),2007,Whole Year ,Karnataka,403029,704871,1323.3,53764068.6,64484.64,1.809
Onion,2007,Kharif     ,Karnataka,165668,987538,1323.3,22100111.2,26506.88,6.5028
Onion,2007,Rabi       ,Karnataka,11727,98738,1323.3,1564381.8,1876.32,8.509047619
Onion,2007,Summer     ,Karnataka,4706,39752,1323.3,627780.4,752.96,7.833809524
Potato,2007,Kharif     ,Karnataka,54981,181310,1323.3,7334465.4,8796.96,5.07
Potato,2007,Rabi       ,Karnataka,2957,36386,1323.3,394463.8,473.12,12.32909091
Potato,2007,Summer     ,Karnataka,2156,34500,1323.3,287610.4,344.96,15.924
Rice,2007,Kharif     ,Karnataka,1051466,2791181,1323.3,140265564.4,168234.56,2.567586207
Rice,2007,Rabi       ,Karnataka,40325,86756,1323.3,5379355,6452,2.255333333
Rice,2007,Summer     ,Karnataka,324525,990578,1323.3,43291635,51924,2.846923077
Wheat,2007,Rabi       ,Karnataka,275583,280384,1323.3,36762772.2,44093.28,1.018
Banana,2007,Whole Year ,Kerala,59341,439803,3489.6,7916089.4,9494.56,7.534285714
Coconut ,2007,Whole Year ,Kerala,818812,5641000000,3489.6,109229520.8,131009.92,6390.165714
Cotton(lint),2007,Kharif     ,Kerala,1295,1680,3489.6,172753,207.2,0.65
Rice,2007,Autumn     ,Kerala,77533,168108,3489.6,10342902.2,12405.28,2.07
Rice,2007,Summer     ,Kerala,45447,109277,3489.6,6062629.8,7271.52,2.335714286
Rice,2007,Winter     ,Kerala,105958,251103,3489.6,14134797.2,16953.28,2.252857143
Banana,2007,Whole Year ,Tamil Nadu,112793,5384825,1067.2,15046586.2,18046.88,48.00758621
Coconut ,2007,Whole Year ,Tamil Nadu,383366,5438500000,1067.2,51141024.4,61338.56,13190.09759
Cotton(lint),2007,Whole Year ,Tamil Nadu,99335,200673,1067.2,13251289,15893.6,2.013928571
Onion,2007,Whole Year ,Tamil Nadu,29809,287208,1067.2,3976520.6,4769.44,9.574347826
Potato,2007,Whole Year ,Tamil Nadu,4066,68169,1067.2,542404.4,650.56,17.018
Rice,2007,Kharif     ,Tamil Nadu,1789170,5039954,1067.2,238675278,286267.2,3.213793103
Coconut ,2007,Whole Year ,West Bengal,28644,355531900,2007.5,3821109.6,4583.04,12380.47722
Cotton(lint),2007,Kharif     ,West Bengal,8230,13198,2007.5,1097882,1316.8,2.47
Peas & beans (Pulses),2007,Rabi       ,West Bengal,9851,7161,2007.5,1314123.4,1576.16,0.779375
Potato,2007,Whole Year ,West Bengal,400786,9900846,2007.5,53464852.4,64125.76,22.28666667
Rice,2007,Autumn     ,West Bengal,281618,565825,2007.5,37567841.2,45058.88,1.956111111
Rice,2007,Summer     ,West Bengal,1511593,4926105,2007.5,201646506.2,241854.88,3.048888889
Rice,2007,Winter     ,West Bengal,3926544,9227590,2007.5,523800969.6,628247.04,2.261666667
Wheat,2007,Rabi       ,West Bengal,352579,917284,2007.5,47034038.6,56412.64,2.452222222
Banana,2008,Kharif     ,Puducherry,285,10524,1434.5875,40766.4,25.65,26.55666667
Coconut ,2008,Whole Year ,Puducherry,2084,30721000,1434.5875,298095.36,187.56,12012.7625
Cotton(lint),2008,Summer     ,Puducherry,48,39,1434.5875,6865.92,4.32,0.81
Rice,2008,Kharif     ,Puducherry,4493,12290,1434.5875,642678.72,404.37,3
Rice,2008,Rabi       ,Puducherry,11306,24163,1434.5875,1617210.24,1017.54,2.82
Rice,2008,Summer     ,Puducherry,4981,14263,1434.5875,712482.24,448.29,2.125
Banana,2008,Whole Year ,Andhra Pradesh,54100,1368488,944.6,7738464,4869,26.21611111
Coconut ,2008,Whole Year ,Andhra Pradesh,106616,970056617,944.6,15250352.64,9595.44,9132.568235
Cotton(lint),2008,Kharif     ,Andhra Pradesh,1398900,3568251,944.6,200098656,125901,2.456363636
Onion,2008,Kharif     ,Andhra Pradesh,26723,439644,944.6,3822457.92,2405.07,15.30888889
Onion,2008,Rabi       ,Andhra Pradesh,13737,289004,944.6,1964940.48,1236.33,18.40631579
Potato,2008,Whole Year ,Andhra Pradesh,5227,50118,944.6,747670.08,470.43,9.332
Rice,2008,Kharif     ,Andhra Pradesh,2803076,8379635,944.6,400951991,252276.84,2.913636364
Rice,2008,Rabi       ,Andhra Pradesh,1584140,5861498,944.6,226595385.6,142572.6,3.236818182
Wheat,2008,Rabi       ,Andhra Pradesh,13687,15421,944.6,1957788.48,1231.83,1.026666667
Banana,2008,Whole Year ,Assam,45580,629050,2109.9,6519763.2,4102.2,13.89074074
Coconut ,2008,Whole Year ,Assam,19135,180161000,2109.9,2737070.4,1722.15,7716.895185
Cotton(lint),2008,Kharif     ,Assam,1340,631,2109.9,191673.6,120.6,0.5688
Onion,2008,Whole Year ,Assam,6963,16816,2109.9,995987.52,626.67,2.381481481
Peas & beans (Pulses),2008,Rabi       ,Assam,20943,12964,2109.9,2995686.72,1884.87,0.632222222
Potato,2008,Whole Year ,Assam,78317,515740,2109.9,11202463.68,7048.53,6.5
Rice,2008,Autumn     ,Assam,350649,374010,2109.9,50156832.96,31558.41,1.117777778
Rice,2008,Summer     ,Assam,360266,768582,2109.9,51532448.64,32423.94,1.951153846
Rice,2008,Winter     ,Assam,1773211,2865843,2109.9,253640101.4,159588.99,1.607407407
Wheat,2008,Rabi       ,Assam,50053,54551,2109.9,7159581.12,4504.77,1.045769231
Banana,2008,Whole Year ,Karnataka,61001,1059346,1164.1,8725583.04,5490.09,20.47448276
Coconut ,2008,Whole Year ,Karnataka,418581,2867660000,1164.1,59873826.24,37672.29,6801.366552
Cotton(lint),2008,Whole Year ,Karnataka,409024,825071,1164.1,58506792.96,36812.16,1.9425
Onion,2008,Kharif     ,Karnataka,117822,611170,1164.1,16853258.88,10603.98,5.7176
Onion,2008,Rabi       ,Karnataka,13415,89581,1164.1,1918881.6,1207.35,6.771363636
Onion,2008,Summer     ,Karnataka,3775,20587,1164.1,539976,339.75,5.57952381
Potato,2008,Kharif     ,Karnataka,67728,128436,1164.1,9687813.12,6095.52,2.449411765
Potato,2008,Rabi       ,Karnataka,6060,87080,1164.1,866822.4,545.4,15.515
Potato,2008,Summer     ,Karnataka,1907,30684,1164.1,272777.28,171.63,15.96333333
Rice,2008,Kharif     ,Karnataka,1129883,2906761,1164.1,161618464.3,101689.47,2.513448276
Rice,2008,Rabi       ,Karnataka,40982,89072,1164.1,5862065.28,3688.38,2.514166667
Rice,2008,Summer     ,Karnataka,343122,1035706,1164.1,49080170.88,30880.98,2.786923077
Wheat,2008,Rabi       ,Karnataka,268600,257181,1164.1,38420544,24174,1.012857143
Banana,2008,Whole Year ,Kerala,54739,435979,2524.8,7829866.56,4926.51,7.93
Coconut ,2008,Whole Year ,Kerala,787769,5802000000,2524.8,112682477.8,70899.21,6765.202857
Cotton(lint),2008,Kharif     ,Kerala,1152,1498,2524.8,164782.08,103.68,1.3
Rice,2008,Autumn     ,Kerala,79381,192770,2524.8,11354658.24,7144.29,2.295384615
Rice,2008,Summer     ,Kerala,49762,148370,2524.8,7117956.48,4478.58,2.446428571
Rice,2008,Winter     ,Kerala,105122,249101,2524.8,15036650.88,9460.98,2.260714286
Banana,2008,Whole Year ,Meghalaya,6522,74314,3114.3,932906.88,586.98,10.37428571
Cotton(lint),2008,Kharif     ,Meghalaya,7106,5617,3114.3,1016442.24,639.54,0.823333333
Potato,2008,Whole Year ,Meghalaya,17690,161138,3114.3,2530377.6,1592.1,7.417142857
Rice,2008,Autumn     ,Meghalaya,32570,41908,3114.3,4658812.8,2931.3,1.53
Rice,2008,Summer     ,Meghalaya,12752,46600,3114.3,1824046.08,1147.68,2.154285714
Rice,2008,Winter     ,Meghalaya,62723,115354,3114.3,8971897.92,5645.07,1.802857143
Wheat,2008,Rabi       ,Meghalaya,416,739,3114.3,59504.64,37.44,1.245
Banana,2008,Whole Year ,Tamil Nadu,115804,5148134,1201.9,16564604.16,10422.36,44.54483871
Coconut ,2008,Whole Year ,Tamil Nadu,389429,5362000000,1201.9,55703924.16,35048.61,13834.07258
Cotton(lint),2008,Whole Year ,Tamil Nadu,114516,187673,1201.9,16380368.64,10306.44,1.797586207
Onion,2008,Whole Year ,Tamil Nadu,30255,286040,1201.9,4327675.2,2722.95,10.1544
Potato,2008,Whole Year ,Tamil Nadu,4367,80538,1201.9,624655.68,393.03,19.39
Rice,2008,Kharif     ,Tamil Nadu,1931603,5183385,1201.9,276296493.1,173844.27,3.562580645
Coconut ,2008,Whole Year ,West Bengal,28757,357235500,1560.1,4113401.28,2588.13,12255.46667
Cotton(lint),2008,Kharif     ,West Bengal,2780,6023,1560.1,397651.2,250.2,2.32875
Peas & beans (Pulses),2008,Rabi       ,West Bengal,8815,6731,1560.1,1260897.6,793.35,0.695333333
Potato,2008,Whole Year ,West Bengal,385981,4121189,1560.1,55210722.24,34738.29,13.99944444
Rice,2008,Autumn     ,West Bengal,292444,604968,1560.1,41831189.76,26319.96,2.04
Rice,2008,Summer     ,West Bengal,1556662,4358011,1560.1,222664932.5,140099.58,2.646666667
Rice,2008,Winter     ,West Bengal,4086590,10074261,1560.1,584545833.6,367793.1,2.393888889
Wheat,2008,Rabi       ,West Bengal,306985,764528,1560.1,43911134.4,27628.65,2.172777778
Banana,2009,Kharif     ,Puducherry,285,10371,1434.5875,44408.7,48.45,26.09666667
Coconut ,2009,Whole Year ,Puducherry,2138,31097000,1434.5875,333143.16,363.46,11782.4725
Cotton(lint),2009,Summer     ,Puducherry,10,8,1434.5875,1558.2,1.7,0.89
Rice,2009,Kharif     ,Puducherry,4650,13501,1434.5875,724563,790.5,2.893333333
Rice,2009,Rabi       ,Puducherry,11178,25378,1434.5875,1741755.96,1900.26,2.903333333
Rice,2009,Summer     ,Puducherry,5098,13451,1434.5875,794370.36,866.66,1.965
Banana,2009,Whole Year ,Andhra Pradesh,58229,1775347,711,9073242.78,9898.93,30.9435
Coconut ,2009,Whole Year ,Andhra Pradesh,104541,1149330226,711,16289578.62,17771.97,10004.87412
Cotton(lint),2009,Kharif     ,Andhra Pradesh,1467025,3232025,711,228591835.5,249394.25,2.209090909
Onion,2009,Kharif     ,Andhra Pradesh,22954,374804,711,3576692.28,3902.18,15.85611111
Onion,2009,Rabi       ,Andhra Pradesh,13608,333288,711,2120398.56,2313.36,25.09052632
Potato,2009,Whole Year ,Andhra Pradesh,5040,57159,711,785332.8,856.8,10.294
Rice,2009,Kharif     ,Andhra Pradesh,2062870,5956396,711,321436403.4,350687.9,2.790909091
Rice,2009,Rabi       ,Andhra Pradesh,1377866,4881871,711,214699080.1,234237.22,3.098636364
Wheat,2009,Rabi       ,Andhra Pradesh,9872,10319,711,1538255.04,1678.24,0.95
Banana,2009,Whole Year ,Assam,44980,621747,1727.1,7008783.6,7646.6,13.76888889
Coconut ,2009,Whole Year ,Assam,20368,185962000,1727.1,3173741.76,3462.56,8446.091481
Cotton(lint),2009,Kharif     ,Assam,1646,782,1727.1,256479.72,279.82,0.51625
Onion,2009,Whole Year ,Assam,6785,15801,1727.1,1057238.7,1153.45,2.375185185
Peas & beans (Pulses),2009,Rabi       ,Assam,22013,13412,1727.1,3430065.66,3742.21,0.623703704
Potato,2009,Whole Year ,Assam,82629,600153,1727.1,12875250.78,14046.93,7.163703704
Rice,2009,Autumn     ,Assam,340830,334655,1727.1,53108130.6,57941.1,1.070740741
Rice,2009,Summer     ,Assam,394442,859790,1727.1,61461952.44,67055.14,1.903703704
Rice,2009,Winter     ,Assam,1762324,3213979,1727.1,274605325.7,299595.08,1.780740741
Wheat,2009,Rabi       ,Assam,60067,65301,1727.1,9359639.94,10211.39,1.097037037
Banana,2009,Whole Year ,Karnataka,63981,1407316,1321,9969519.42,10876.77,21.92
Coconut ,2009,Whole Year ,Karnataka,429860,3056353000,1321,66980785.2,73076.2,7084.002414
Cotton(lint),2009,Whole Year ,Karnataka,456802,705079,1321,71178887.64,77656.34,1.6005
Onion,2009,Kharif     ,Karnataka,174311,615452,1321,27161140.02,29632.87,4.2968
Onion,2009,Rabi       ,Karnataka,13815,81847,1321,2152653.3,2348.55,7.0895
Onion,2009,Summer     ,Karnataka,3777,28828,1321,588532.14,642.09,7.65
Potato,2009,Kharif     ,Karnataka,28305,175087,1321,4410485.1,4811.85,6.492666667
Potato,2009,Rabi       ,Karnataka,5890,86967,1321,917779.8,1001.3,15.23416667
Potato,2009,Summer     ,Karnataka,2913,46821,1321,453903.66,495.21,15.96166667
Rice,2009,Kharif     ,Karnataka,1102221,2734838,1321,171748076.2,187377.57,2.397931034
Rice,2009,Rabi       ,Karnataka,37747,84636,1321,5881737.54,6416.99,2.416666667
Rice,2009,Summer     ,Karnataka,346510,1057933,1321,53993188.2,58906.7,2.806923077
Wheat,2009,Rabi       ,Karnataka,283427,263877,1321,44163595.14,48182.59,0.919285714
Banana,2009,Whole Year ,Kerala,51275,406242,2821.5,7989670.5,8716.75,7.835714286
Coconut ,2009,Whole Year ,Kerala,778618,5667000000,2821.5,121324256.8,132365.06,6728.865
Cotton(lint),2009,Kharif     ,Kerala,1018,1324,2821.5,158624.76,173.06,1.3
Rice,2009,Autumn     ,Kerala,77249,192050,2821.5,12036939.18,13132.33,2.303076923
Rice,2009,Summer     ,Kerala,49279,134005,2821.5,7678653.78,8377.43,2.385
Rice,2009,Winter     ,Kerala,107485,272284,2821.5,16748312.7,18272.45,2.286428571
Banana,2009,Kharif     ,Meghalaya,6802,78822,2995.9,1059887.64,1156.34,10.4
Cotton(lint),2009,Kharif     ,Meghalaya,6891,5491,2995.9,1073755.62,1171.47,0.82
